number_of_trucks,number_of_loaders,unload_points,external_scale_load,road_delay_percent,total_trips,total_tons,average_cycle_time,avg_travel_time,avg_road_delay_time,avg_wait_tare,avg_wait_loader,avg_wait_gross,avg_wait_unload,max_wait_tare,max_wait_loader,max_wait_gross,max_wait_unload,loader_utilization,scale_internal_utilization,scale_utilization,unload_utilization,bottleneck
4,3,2,5,5,71,1950.0,59.7,22.16,0.58,3.9,1.7,1.56,1.78,56.7,60.0,60.0,60.0,15.51,30.42,34.79,33.3,scale
5,3,2,5,5,88,2415.3,60.2,21.7,0.5,2.75,2.04,1.7,3.47,52.8,60.0,59.7,60.4,18.9,37.71,42.08,42.49,unload
6,3,2,5,5,105,2883.7,60.9,21.82,0.53,3.37,1.29,1.24,4.87,54.2,60.0,7.1,60.0,22.53,45.21,49.58,48.77,scale
7,3,2,5,5,121,3329.6,61.5,21.98,0.51,3.76,0.62,1.42,5.33,61.4,60.0,9.8,64.7,26.06,52.5,56.88,57.05,unload
8,3,2,5,5,138,3793.9,61.9,21.96,0.57,4.26,0.01,2.03,5.31,60.7,0.8,62.2,65.2,29.5,59.58,63.96,64.95,unload
9,3,2,5,5,151,4158.8,63.9,21.78,0.53,4.25,0.92,2.7,5.77,61.5,60.0,60.1,60.0,32.77,65.21,69.58,71.3,unload
10,3,2,5,5,160,4397.3,68.3,22.09,0.58,4.93,1.7,3.27,7.75,60.3,60.0,18.9,68.6,34.56,68.96,73.33,76.05,unload
11,3,2,5,5,175,4806.6,68.7,22.21,0.53,4.56,1.48,3.62,8.33,60.3,60.0,62.0,71.5,38.18,75.42,79.79,82.33,unload
12,3,2,5,5,179,4924.8,74.2,22.05,0.51,5.97,1.1,5.31,11.22,65.5,60.0,68.3,72.0,39.12,77.71,82.08,85.21,unload
13,3,2,5,5,180,4950.0,81.0,22.12,0.55,6.03,0.77,5.44,18.18,66.7,60.0,69.7,77.4,39.33,78.75,83.12,85.38,unload
14,3,2,5,5,180,4947.5,88.9,22.11,0.48,6.32,1.19,5.85,25.01,61.9,60.0,63.7,84.7,39.16,78.96,83.33,85.44,unload
15,3,2,5,5,181,4975.6,95.8,22.0,0.51,6.57,0.74,6.78,31.29,64.7,60.0,65.6,91.6,39.71,79.79,84.17,85.32,unload
16,3,2,5,5,178,4894.8,105.0,22.33,0.5,6.81,1.11,6.3,39.84,62.3,60.0,64.8,104.4,39.64,79.17,83.54,84.77,unload
17,3,2,5,5,179,4924.8,111.8,22.17,0.57,7.1,0.78,7.3,45.97,63.7,60.0,66.1,109.2,40.04,79.79,84.17,84.76,unload
18,3,2,5,5,176,4841.2,121.4,22.07,0.55,7.27,1.27,7.71,54.33,63.4,60.0,65.1,113.3,40.26,79.17,83.33,84.27,unload
19,3,2,5,5,178,4887.3,127.7,22.04,0.54,7.67,0.85,7.62,60.96,63.0,60.0,62.2,120.6,40.43,80.21,84.38,84.31,scale
20,3,2,5,5,178,4893.4,135.4,21.82,0.52,7.77,1.35,8.57,67.41,64.4,60.0,63.9,130.2,40.38,80.42,84.58,84.56,scale
4,3,2,5,15,70,1921.5,60.6,22.89,1.52,5.08,1.71,0.81,1.86,60.0,60.0,8.9,60.0,14.94,30.0,34.38,32.92,scale
5,3,2,5,15,87,2390.5,61.3,22.94,1.59,3.56,1.39,1.04,3.73,56.1,60.0,5.3,60.0,18.92,37.5,41.88,41.09,scale
6,3,2,5,15,103,2831.0,61.8,23.34,1.72,3.2,0.73,0.92,5.02,57.4,60.0,6.8,64.7,22.65,44.79,49.17,48.81,scale
7,3,2,5,15,120,3306.5,62.7,23.51,1.7,3.35,0.5,1.85,5.13,59.9,59.0,59.3,60.0,25.36,51.04,55.42,56.62,unload
8,3,2,5,15,134,3686.8,64.5,23.0,1.53,4.43,0.46,2.53,5.39,62.1,60.0,60.0,62.2,28.89,57.71,62.08,63.7,unload
9,3,2,5,15,146,4012.2,66.6,23.07,1.53,4.45,1.44,2.81,6.32,60.0,60.0,61.3,66.4,31.85,63.33,67.71,69.83,unload
10,3,2,5,15,160,4396.5,67.9,23.05,1.65,4.97,0.47,3.67,7.2,60.0,60.0,62.7,63.7,34.5,69.38,73.75,76.37,unload
11,3,2,5,15,172,4736.7,69.7,23.06,1.57,5.09,0.47,3.79,8.77,60.0,60.0,61.6,68.8,37.81,74.79,79.17,81.33,unload
12,3,2,5,15,178,4900.3,74.8,23.09,1.55,5.78,1.12,5.08,11.44,62.9,60.0,62.2,71.7,38.27,77.29,81.67,84.09,unload
13,3,2,5,15,181,4982.3,81.1,23.2,1.67,6.11,1.19,5.18,16.95,62.5,60.0,65.3,76.1,39.45,78.75,83.12,85.61,unload
14,3,2,5,15,180,4947.2,88.6,22.95,1.5,6.59,0.79,5.66,24.13,62.5,60.0,60.0,87.0,39.48,79.17,83.54,85.07,unload
15,3,2,5,15,179,4923.7,96.7,23.28,1.61,6.7,0.58,6.62,30.93,66.6,60.0,68.9,88.1,40.01,79.38,83.75,84.98,unload
16,3,2,5,15,179,4924.6,104.7,23.21,1.68,6.96,0.79,6.79,38.46,64.7,60.0,62.9,98.1,39.65,79.38,83.75,84.86,unload
17,3,2,5,15,180,4952.8,111.7,22.85,1.47,6.9,0.46,6.84,46.14,66.1,60.0,68.8,105.4,40.26,80.0,84.38,84.95,unload
18,3,2,5,15,178,4897.5,119.9,23.27,1.68,7.16,1.11,7.32,52.63,64.5,60.0,62.8,113.9,39.81,80.0,84.17,84.37,unload
19,3,2,5,15,177,4862.7,128.4,23.15,1.54,7.45,0.91,7.9,60.44,62.5,60.0,64.2,117.1,40.01,79.58,83.75,84.46,unload
20,3,2,5,15,178,4897.2,135.4,22.93,1.58,7.91,1.13,9.14,65.76,64.0,60.0,62.5,126.5,40.37,80.42,84.58,84.47,scale
4,3,2,5,30,68,1867.1,63.6,25.5,3.72,3.47,0.89,0.68,4.5,60.0,60.0,6.3,60.0,14.55,28.96,33.33,32.0,scale
5,3,2,5,30,86,2365.7,62.2,24.78,3.41,3.2,0.72,0.82,4.22,57.9,60.0,6.8,65.4,18.63,36.88,41.25,40.53,scale
6,3,2,5,30,101,2775.4,64.1,24.72,3.17,3.63,0.75,1.27,5.3,65.1,60.0,6.8,63.2,21.9,43.33,47.71,47.37,scale
7,3,2,5,30,117,3218.9,64.5,24.94,3.13,3.34,0.53,1.4,5.83,52.9,60.0,15.7,67.5,25.46,50.62,55.0,55.11,unload
8,3,2,5,30,131,3603.0,66.4,24.49,3.19,3.75,1.05,2.64,6.01,55.2,60.0,59.8,61.1,28.35,56.46,60.83,61.12,unload
9,3,2,5,30,145,3989.7,67.4,24.61,3.25,4.01,0.95,2.96,6.42,60.0,60.0,62.8,63.3,31.24,62.5,66.88,68.87,unload
10,3,2,5,30,157,4310.8,68.9,24.62,3.22,4.44,1.26,3.28,6.74,64.5,60.0,62.0,65.2,34.55,68.75,73.12,74.84,unload
11,3,2,5,30,168,4617.4,72.1,24.62,3.16,4.8,1.46,3.81,8.91,61.1,60.0,60.0,65.9,36.64,72.92,77.29,79.6,unload
12,3,2,5,30,176,4843.5,76.0,25.02,3.42,5.26,1.12,4.98,11.17,62.9,60.0,64.9,71.3,37.86,76.25,80.62,83.45,unload
13,3,2,5,30,180,4941.5,81.2,24.92,3.39,6.08,1.53,5.06,15.18,62.1,60.0,63.2,74.4,39.54,78.75,83.12,84.57,unload
14,3,2,5,30,179,4923.0,89.2,24.7,3.31,5.81,1.37,5.7,23.14,62.9,60.0,63.0,84.0,39.01,78.96,83.33,85.11,unload
15,3,2,5,30,180,4952.9,96.7,24.95,3.3,6.67,1.52,6.49,28.56,62.9,60.0,67.0,87.1,39.65,79.17,83.33,85.53,unload
16,3,2,5,30,179,4918.7,104.1,24.72,3.16,7.9,0.12,6.69,36.19,65.7,15.0,65.0,96.8,39.98,79.58,83.96,84.52,unload
17,3,2,5,30,178,4894.8,112.8,24.91,3.43,7.18,1.56,6.94,43.61,63.3,60.0,68.2,110.8,40.21,79.38,83.54,84.53,unload
18,3,2,5,30,176,4836.0,121.2,24.77,3.21,7.09,1.23,6.71,52.82,61.1,60.0,45.6,111.8,39.94,79.38,83.54,83.66,unload
19,3,2,5,30,178,4886.8,127.6,24.28,2.77,7.64,1.48,7.88,57.88,60.6,60.0,60.0,118.8,39.97,80.21,84.38,84.09,scale
20,3,2,5,30,179,4919.9,134.0,24.9,3.19,8.31,1.14,9.32,61.98,63.5,60.0,66.0,127.8,40.28,81.04,85.21,84.03,scale
4,3,3,5,0,72,1979.5,59.6,21.7,0.0,3.08,4.16,1.94,0.28,56.6,60.0,60.1,6.7,14.98,30.0,34.38,22.46,scale
5,3,3,5,0,90,2470.8,58.9,21.41,0.0,4.06,0.67,1.72,2.43,56.0,60.0,60.0,60.0,19.28,38.33,42.71,28.25,scale
6,3,3,5,0,105,2886.4,60.5,21.21,0.0,4.63,0.58,2.65,2.95,58.1,60.0,60.0,60.0,22.67,45.62,50.0,33.19,scale
7,3,3,5,0,121,3326.1,61.5,21.76,0.0,3.9,0.02,2.63,4.58,60.0,1.0,60.0,60.0,26.18,52.08,56.46,38.77,scale
8,3,3,5,0,136,3743.8,62.5,21.59,0.0,4.2,1.0,3.06,4.09,61.9,60.0,61.7,60.0,29.8,59.38,63.75,43.15,scale
9,3,3,5,0,155,4262.6,61.9,21.66,0.0,3.89,0.87,2.67,4.49,58.6,60.0,15.9,60.0,33.43,66.88,71.25,48.44,scale
10,3,3,5,0,168,4619.7,63.8,21.56,0.0,4.51,1.62,3.6,3.97,64.2,60.0,62.1,60.0,36.25,72.5,76.88,53.27,scale
11,3,3,5,0,180,4950.6,66.1,21.34,0.0,6.69,0.79,4.68,4.01,66.7,60.0,64.7,62.2,39.24,77.71,82.08,56.85,scale
12,3,3,5,0,189,5191.2,69.2,21.39,0.0,7.3,1.38,6.33,4.41,65.1,60.0,66.6,60.0,40.9,81.88,86.25,59.63,scale
13,3,3,5,0,194,5336.6,74.1,21.64,0.0,9.65,1.12,8.83,4.34,67.1,60.0,68.2,60.0,41.91,83.96,88.12,61.49,scale
14,3,3,5,0,195,5363.7,80.4,21.6,0.0,12.75,0.74,11.66,5.13,72.2,60.0,69.1,60.3,42.56,84.79,88.54,61.86,scale
15,3,3,5,0,197,5417.3,86.7,21.46,0.0,15.88,0.78,15.73,4.45,75.3,60.0,72.4,64.5,42.62,85.21,88.75,61.96,scale
16,3,3,5,0,197,5419.4,93.3,21.73,0.0,18.8,0.9,18.33,4.94,76.2,60.0,79.9,64.7,43.16,85.62,89.17,62.27,scale
17,3,3,5,0,198,5445.1,99.9,21.3,0.0,22.49,0.66,21.95,4.95,80.9,60.0,81.8,60.0,43.46,85.83,89.17,62.34,scale
18,3,3,5,0,198,5447.0,106.4,21.36,0.0,25.19,0.42,25.28,5.67,83.9,60.0,86.8,62.1,43.38,86.25,89.38,62.7,scale
19,3,3,5,0,198,5448.2,112.8,21.58,0.0,28.24,1.08,28.3,5.08,86.2,60.0,86.1,60.0,43.73,86.46,89.58,62.8,scale
20,3,3,5,0,198,5440.3,119.3,21.48,0.0,31.29,1.1,31.86,5.15,90.7,60.0,90.0,60.5,43.78,86.67,89.79,62.1,scale
4,3,3,5,5,71,1952.1,60.1,21.87,0.59,5.18,2.54,1.3,0.51,57.1,60.0,7.6,15.0,14.97,30.21,34.58,22.75,scale
5,3,3,5,5,87,2394.1,60.5,22.02,0.58,3.59,1.38,2.28,2.95,55.9,60.0,60.0,60.0,18.84,37.92,42.29,27.48,scale
6,3,3,5,5,105,2885.5,60.5,21.96,0.52,4.14,1.16,1.2,3.46,63.5,60.0,7.1,61.1,22.65,45.0,49.38,33.13,scale
7,3,3,5,5,118,3246.1,62.8,22.21,0.55,5.49,0.64,2.26,3.57,61.5,60.0,10.0,64.9,25.96,52.08,56.46,37.93,scale
8,3,3,5,5,138,3793.0,61.9,21.99,0.52,3.83,0.99,2.28,4.12,55.2,60.0,15.0,60.0,29.92,59.58,63.96,43.81,scale
9,3,3,5,5,152,4185.0,63.3,22.11,0.59,4.72,0.51,2.66,4.78,61.1,60.0,15.3,60.0,33.21,65.83,70.21,48.31,scale
10,3,3,5,5,166,4565.3,64.8,22.18,0.56,5.04,0.94,3.93,4.14,61.9,60.0,60.1,63.0,35.84,71.88,76.25,52.42,scale
11,3,3,5,5,178,4889.2,67.2,21.85,0.54,6.42,1.19,5.51,3.75,63.8,60.0,65.6,60.0,38.32,76.67,81.04,56.2,scale
12,3,3,5,5,188,5171.3,69.5,21.89,0.51,7.13,1.13,6.1,4.64,65.3,60.0,65.4,62.0,41.03,81.67,86.04,60.0,scale
13,3,3,5,5,195,5366.6,73.8,22.01,0.51,9.27,0.74,7.94,5.31,64.1,60.0,63.7,60.0,42.35,84.17,88.33,61.51,scale
14,3,3,5,5,196,5381.7,80.3,22.04,0.52,12.34,0.73,11.48,5.25,70.7,60.0,71.1,66.2,42.75,84.79,88.54,61.29,scale
15,3,3,5,5,196,5386.6,87.1,22.12,0.52,15.32,1.1,14.44,5.7,73.4,60.0,71.7,64.6,42.34,85.21,88.75,61.88,scale
16,3,3,5,5,197,5414.9,93.4,22.14,0.55,18.72,1.15,18.03,4.94,78.1,60.0,75.7,60.3,43.19,85.42,88.96,61.6,scale
17,3,3,5,5,197,5422.5,100.2,22.15,0.56,21.58,1.13,21.86,4.9,81.0,60.0,81.2,60.0,43.19,85.83,89.17,62.3,scale
18,3,3,5,5,198,5442.1,106.2,21.97,0.54,24.11,1.05,25.19,5.37,83.2,60.0,83.2,60.0,43.56,86.46,89.58,62.72,scale
19,3,3,5,5,198,5441.8,112.8,22.01,0.5,28.03,0.71,27.34,6.17,87.5,60.0,84.9,63.0,43.5,86.46,89.58,63.05,scale
20,3,3,5,5,199,5470.4,119.3,21.89,0.51,30.51,1.0,31.87,5.41,90.6,60.0,93.5,63.9,43.47,86.67,89.79,63.43,scale
4,3,3,5,15,69,1896.3,61.6,23.37,1.56,3.56,1.74,0.89,3.4,60.0,60.0,6.8,60.0,15.04,30.0,34.38,21.67,scale
5,3,3,5,15,86,2360.9,61.7,23.27,1.76,3.78,1.43,1.49,3.41,61.1,60.0,6.3,60.0,18.88,37.5,41.88,26.4,scale
6,3,3,5,15,102,2800.5,63.0,23.54,1.87,3.13,0.01,1.73,5.85,59.7,1.0,15.8,60.9,22.09,43.96,48.33,32.67,scale
7,3,3,5,15,120,3301.3,62.0,23.24,1.7,3.74,1.14,1.59,3.88,60.0,60.0,9.7,63.0,26.23,52.08,56.46,37.82,scale
8,3,3,5,15,138,3792.0,62.4,22.73,1.53,3.97,0.56,2.02,4.71,61.7,59.3,17.3,62.3,29.7,58.96,63.33,42.84,scale
9,3,3,5,15,150,4121.5,64.6,23.12,1.57,4.58,1.32,2.95,4.22,60.5,60.0,16.0,60.0,32.33,64.58,68.96,47.24,scale
10,3,3,5,15,166,4568.8,65.4,23.24,1.6,4.18,1.2,3.9,4.45,64.4,60.0,63.8,60.0,35.52,71.04,75.42,52.13,scale
11,3,3,5,15,177,4863.2,67.2,23.26,1.56,5.39,0.77,4.51,4.86,64.0,60.0,65.3,60.0,38.43,76.88,81.25,56.04,scale
12,3,3,5,15,187,5141.0,70.5,23.42,1.61,7.05,1.07,6.35,4.09,64.4,60.0,66.1,65.0,40.26,80.62,85.0,59.41,scale
13,3,3,5,15,192,5277.6,75.1,22.61,1.59,9.23,1.46,8.28,4.93,64.8,60.7,63.5,68.6,41.92,83.12,87.29,60.89,scale
14,3,3,5,15,196,5388.8,80.6,23.09,1.64,11.32,1.4,11.28,5.05,69.4,60.0,69.6,60.0,42.49,84.58,88.33,61.55,scale
15,3,3,5,15,196,5383.9,87.2,23.11,1.57,14.42,1.04,15.37,4.61,75.6,60.0,72.8,63.1,43.16,85.0,88.54,61.99,scale
16,3,3,5,15,196,5386.4,93.7,23.25,1.67,18.22,0.8,18.04,4.97,76.3,60.0,77.2,60.0,43.02,85.42,88.96,61.47,scale
17,3,3,5,15,197,5419.4,100.4,22.92,1.7,21.91,0.69,21.47,5.01,81.3,60.0,81.4,60.0,43.05,85.42,88.96,61.65,scale
18,3,3,5,15,198,5440.4,106.4,23.34,1.71,24.35,0.36,24.59,5.32,87.0,60.0,84.7,63.1,43.53,86.25,89.38,62.09,scale
19,3,3,5,15,198,5447.3,112.9,22.92,1.59,27.34,1.09,27.69,5.32,86.8,60.0,83.8,60.0,43.58,86.46,89.58,62.66,scale
20,3,3,5,15,198,5448.1,119.5,23.33,1.66,30.48,0.74,30.8,5.62,90.9,60.0,89.4,65.8,43.6,86.67,89.79,62.69,scale
4,3,3,5,30,69,1899.4,62.0,24.39,3.06,3.48,1.74,0.82,3.06,58.9,60.0,7.0,60.0,15.05,29.79,34.17,21.56,scale
5,3,3,5,30,85,2337.7,63.5,25.0,3.2,3.07,0.0,1.46,5.45,58.4,0.0,6.2,60.0,18.26,36.46,40.83,26.57,scale
6,3,3,5,30,103,2828.6,62.8,24.74,3.4,3.5,0.0,1.87,4.18,57.5,0.2,59.7,60.0,22.43,44.17,48.54,31.97,scale
7,3,3,5,30,118,3246.4,63.7,24.54,3.13,5.0,0.13,1.84,3.89,60.0,15.0,10.0,60.0,25.14,51.04,55.42,36.61,scale
8,3,3,5,30,132,3630.7,65.3,24.98,3.4,3.99,0.13,2.56,5.03,61.8,15.0,59.3,60.6,28.59,57.08,61.46,41.96,scale
9,3,3,5,30,147,4041.4,66.0,24.89,3.21,4.52,0.51,2.76,4.82,56.8,60.0,15.5,63.6,31.92,63.54,67.92,47.05,scale
10,3,3,5,30,163,4483.6,67.0,24.46,3.08,4.87,0.84,3.95,4.29,62.9,60.0,65.4,60.0,35.05,69.58,73.96,51.22,scale
11,3,3,5,30,172,4722.4,70.1,24.76,3.21,5.74,1.86,5.28,3.95,65.9,60.0,64.4,60.5,37.39,74.58,78.96,54.25,scale
12,3,3,5,30,183,5040.2,72.0,24.73,3.22,7.33,0.76,6.43,4.28,65.6,60.0,66.4,60.0,39.65,79.38,83.75,58.26,scale
13,3,3,5,30,191,5249.8,75.4,24.95,3.46,8.21,0.72,7.36,5.68,66.2,60.0,66.4,64.4,41.75,83.12,87.29,60.14,scale
14,3,3,5,30,195,5360.7,80.9,24.52,3.12,12.12,0.17,10.56,4.88,73.7,15.0,74.1,61.2,42.93,84.58,88.54,61.89,scale
15,3,3,5,30,194,5326.0,87.7,24.74,3.36,14.5,0.34,14.36,5.24,75.9,60.0,75.9,64.2,42.44,84.58,88.33,61.69,scale
16,3,3,5,30,196,5387.3,93.7,24.8,3.33,16.92,1.03,17.15,5.25,75.0,60.0,75.3,60.0,43.23,85.62,89.17,62.12,scale
17,3,3,5,30,196,5390.8,100.6,24.79,3.19,20.42,1.03,20.39,5.32,79.8,60.0,81.2,64.7,42.71,85.42,88.96,62.75,scale
18,3,3,5,30,196,5387.7,107.3,25.38,3.49,23.5,1.12,23.78,5.09,83.0,60.0,81.9,65.7,43.03,85.62,88.96,61.71,scale
19,3,3,5,30,197,5413.0,113.2,24.91,3.38,26.57,1.06,26.96,5.31,85.3,60.0,84.5,62.8,43.82,86.46,89.58,62.11,scale
20,3,3,5,30,197,5415.6,119.7,24.97,3.45,29.37,1.5,30.28,5.1,89.2,60.0,89.8,60.6,43.91,86.67,89.79,62.46,scale
4,1,1,50,0,70,1921.8,60.7,21.54,0.0,3.95,0.81,0.65,5.18,61.8,18.7,3.5,60.9,45.9,30.21,70.42,66.47,scale
5,1,1,50,0,83,2282.8,64.5,21.17,0.0,3.75,2.47,2.1,6.47,56.8,60.0,65.8,60.0,53.91,36.04,72.29,79.36,unload
6,1,1,50,0,91,2502.6,72.2,21.33,0.0,4.69,2.75,2.04,12.91,60.1,60.0,9.7,70.1,59.9,39.79,74.38,86.33,unload
7,1,1,50,0,92,2530.1,86.6,21.35,0.0,4.96,2.42,2.03,27.38,65.2,60.0,12.5,83.0,60.42,40.21,75.0,86.85,unload
8,1,1,50,0,92,2532.9,100.8,21.32,0.0,4.47,3.49,2.94,40.3,59.7,60.0,62.6,100.5,60.83,40.83,75.21,86.41,unload
9,1,1,50,0,92,2526.0,115.8,21.47,0.0,5.36,3.39,2.19,54.97,64.8,60.0,18.8,115.3,61.57,41.04,75.21,86.78,unload
10,1,1,50,0,91,2504.0,131.8,21.79,0.0,5.73,4.84,2.41,68.43,58.8,60.0,20.8,125.4,62.21,41.04,75.83,86.31,unload
11,1,1,50,0,91,2504.0,145.1,21.24,0.0,5.33,5.05,3.65,81.35,61.5,61.8,62.8,137.3,63.03,41.88,76.46,85.67,unload
12,1,1,50,0,90,2476.2,162.4,21.65,0.0,5.12,5.99,4.04,97.11,57.8,65.8,61.9,158.3,62.32,41.46,75.83,85.93,unload
13,1,1,50,0,90,2474.5,175.3,21.62,0.0,6.08,6.73,4.15,108.29,62.4,74.3,64.7,166.6,63.92,42.29,76.46,85.05,unload
14,1,1,50,0,89,2443.2,191.8,21.32,0.0,7.18,8.31,3.76,122.66,59.3,77.6,63.9,184.8,63.01,42.29,75.83,84.67,unload
15,1,1,50,0,90,2473.5,204.3,21.45,0.0,7.46,9.12,4.13,133.77,60.4,84.0,60.5,195.2,63.86,42.92,76.25,84.95,unload
16,1,1,50,0,90,2472.3,217.8,21.62,0.0,8.11,10.21,4.16,145.32,63.9,87.4,62.5,206.1,64.37,43.33,77.08,85.07,unload
17,1,1,50,0,88,2417.6,236.3,21.81,0.0,8.09,12.37,4.32,161.13,56.8,93.6,62.7,223.4,64.02,42.92,76.25,84.42,unload
18,1,1,50,0,90,2470.4,244.0,21.46,0.0,8.32,16.72,3.79,165.27,61.1,101.7,44.5,237.3,67.26,44.38,77.08,84.25,unload
19,1,1,50,0,89,2447.5,261.8,21.49,0.0,9.82,17.8,4.27,179.86,61.3,106.4,47.8,246.4,66.13,43.96,77.08,84.64,unload
20,1,1,50,0,89,2447.9,274.2,21.38,0.0,10.42,20.62,5.12,188.24,62.9,113.4,60.0,274.3,67.13,44.79,77.92,83.91,unload
4,1,1,50,5,69,1896.3,62.4,22.52,0.52,2.81,2.6,0.73,5.18,53.7,60.0,5.3,64.2,44.53,29.58,69.38,64.49,scale
5,1,1,50,5,82,2253.7,65.9,21.85,0.5,4.79,2.43,1.96,6.35,60.1,60.0,17.6,61.7,53.57,35.21,72.29,77.76,unload
6,1,1,50,5,92,2528.3,71.8,22.01,0.5,5.05,1.91,3.19,11.22,62.0,60.3,62.7,67.9,59.61,40.0,75.42,86.85,unload
7,1,1,50,5,91,2502.2,87.4,21.78,0.52,4.41,3.1,2.68,26.84,62.8,60.0,65.1,86.5,60.65,40.0,74.79,86.69,unload
8,1,1,50,5,91,2503.6,102.3,21.55,0.53,4.36,3.55,2.35,41.86,59.9,60.0,17.4,103.8,61.12,40.62,75.21,86.47,unload
9,1,1,50,5,91,2509.3,117.1,21.59,0.48,5.22,3.92,2.68,55.14,62.2,60.0,18.9,112.0,61.34,40.62,75.21,86.56,unload
10,1,1,50,5,90,2465.5,133.1,21.87,0.48,5.73,3.16,3.61,70.06,61.8,52.1,65.0,127.6,61.37,40.62,75.0,86.22,unload
11,1,1,50,5,91,2504.2,146.2,22.1,0.51,6.14,3.96,3.11,82.56,63.3,60.7,62.1,141.1,61.78,41.46,75.21,86.1,unload
12,1,1,50,5,90,2474.8,160.9,22.23,0.53,5.28,7.06,2.59,95.25,56.6,66.9,26.9,149.2,63.14,41.88,76.04,85.2,unload
13,1,1,50,5,90,2477.9,177.1,21.89,0.56,6.82,5.66,2.93,111.21,62.4,70.6,29.8,171.4,62.85,41.88,76.04,85.74,unload
14,1,1,50,5,89,2449.8,191.7,21.81,0.51,7.33,8.19,3.49,122.16,60.8,79.4,62.1,186.0,63.8,42.08,76.25,84.95,unload
15,1,1,50,5,91,2503.8,202.0,21.67,0.56,6.8,9.63,2.94,132.6,63.9,86.1,35.6,191.0,64.63,43.12,76.88,85.45,unload
16,1,1,50,5,88,2416.9,223.3,22.23,0.52,8.08,10.59,3.5,150.19,64.6,90.9,39.2,216.2,63.28,42.29,76.25,85.15,unload
17,1,1,50,5,90,2471.6,231.3,22.07,0.57,7.75,13.95,4.43,154.68,57.1,98.9,62.1,221.5,65.85,43.96,76.88,84.42,unload
18,1,1,50,5,89,2448.9,248.5,22.01,0.54,9.08,16.44,4.51,167.82,60.0,106.8,62.5,236.4,65.94,43.54,76.67,85.03,unload
19,1,1,50,5,90,2472.0,259.3,22.14,0.53,9.75,18.05,4.27,176.64,62.9,111.0,47.8,242.5,67.42,44.38,77.92,84.58,unload
20,1,1,50,5,89,2443.6,276.2,21.74,0.55,10.4,21.53,4.82,189.09,61.5,117.7,62.3,275.9,67.33,44.38,77.5,84.56,unload
4,1,1,50,15,68,1868.9,62.7,23.07,1.73,2.95,2.58,0.64,5.02,57.4,60.0,3.8,61.6,44.04,29.38,69.38,64.81,scale
5,1,1,50,15,81,2227.1,66.8,23.27,1.76,4.02,2.4,1.73,6.93,60.0,60.0,15.8,66.6,53.64,35.21,72.71,76.23,unload
6,1,1,50,15,91,2504.4,72.5,23.26,1.68,4.75,2.35,2.05,11.64,60.0,60.0,17.7,75.4,59.65,39.58,75.0,85.53,unload
7,1,1,50,15,92,2530.7,86.3,23.26,1.78,4.65,2.84,1.97,25.17,58.0,60.3,18.0,87.8,60.6,40.42,75.42,86.58,unload
8,1,1,50,15,91,2502.0,102.5,22.91,1.64,5.11,2.67,2.72,40.64,63.2,60.0,62.0,101.0,60.56,40.21,74.58,86.33,unload
9,1,1,50,15,91,2505.4,117.2,22.82,1.54,5.29,3.87,2.55,54.19,60.0,60.0,18.5,115.5,60.95,40.62,75.21,86.63,unload
10,1,1,50,15,91,2498.8,132.0,23.29,1.62,5.6,4.96,2.11,67.54,58.6,60.0,20.0,131.1,61.37,41.04,75.42,86.15,unload
11,1,1,50,15,91,2506.9,145.5,23.19,1.65,5.76,5.29,2.4,80.41,58.8,60.0,24.7,135.1,62.72,41.67,75.83,85.63,unload
12,1,1,50,15,91,2499.7,160.0,22.98,1.6,6.31,5.2,3.25,93.8,64.3,63.8,62.0,152.6,63.44,42.08,76.67,85.33,unload
13,1,1,50,15,90,2474.8,176.7,23.14,1.57,6.91,5.3,3.55,109.27,63.4,70.9,62.3,168.6,63.1,41.88,75.83,85.58,unload
14,1,1,50,15,90,2475.5,190.5,23.12,1.85,7.22,7.07,3.25,121.4,64.0,76.8,33.5,181.8,63.25,42.29,76.25,85.37,unload
15,1,1,50,15,90,2470.2,204.1,23.01,1.41,7.59,8.77,3.81,132.39,63.7,86.3,62.6,196.6,64.84,42.92,76.46,85.23,unload
16,1,1,50,15,89,2445.5,220.0,23.43,1.64,7.38,10.17,3.61,146.94,61.0,90.4,39.5,214.8,64.45,43.12,76.88,84.39,unload
17,1,1,50,15,91,2502.3,230.0,22.76,1.55,8.61,10.92,4.51,154.95,62.3,91.9,63.8,215.6,66.17,43.96,77.5,84.72,unload
18,1,1,50,15,89,2449.1,247.7,22.48,1.22,8.98,14.8,3.78,169.32,60.3,99.9,44.7,235.8,65.01,43.54,76.88,84.18,unload
19,1,1,50,15,89,2448.9,261.7,23.33,1.61,9.69,18.84,4.31,177.05,61.9,109.6,48.4,250.5,65.75,43.96,77.08,84.58,unload
20,1,1,50,15,87,2398.0,280.0,23.39,1.69,10.08,21.02,4.08,192.76,62.5,117.6,50.6,282.9,66.21,43.96,77.08,83.53,unload
4,1,1,50,30,66,1814.6,64.7,24.27,2.64,4.26,0.65,1.58,5.42,60.4,20.0,60.5,66.0,43.08,28.96,69.17,62.98,scale
5,1,1,50,30,80,2198.6,67.6,24.49,3.21,4.56,2.51,1.44,6.08,60.2,60.0,6.8,60.7,52.49,34.79,72.29,75.9,unload
